Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Micronesia, Fed. Sts.",FSM,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.278037795,0.570676845,1.858718785,2.797594069,3.734862137,4.660527199,5.570099705,9.2325021,11.01786731,11.8813691,12.75033925,13.62113273,14.49,15.35,20,22.8,25.974423,27.8,29.65,31.50108128,
Gabon,GAB,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0.047999009,0.17012488,0.249009564,1.216140618,1.347620222,1.939530106,2.659586594,2.9790698,4.89326475,5.489200803,5.767004576,6.21,6.7,7.23,8,8.616714489,9.2,20,23.5,
United Kingdom,GBR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087355319,0.174230922,0.260615159,0.519762001,1.036609166,1.895168284,4.123650336,7.385398957,13.6699831,21.29363827,26.82175435,33.48109487,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.37999855,87.47999842,89.8441,91.61,92.0003,
Georgia,GEO,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.011836885,0.040065419,0.060930333,0.102830957,0.416343567,0.484746299,0.992344436,1.58787563,2.558816481,3.886221354,6.079457629,7.526876845,8.26,10.01,20.07,26.9,31.52,36.94,43.3,44,45.15837441,
Ghana,GHA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.000347918,0.005648763,0.027537542,0.032240443,0.104895466,0.153615298,0.20000806,0.830284034,1.193057911,1.716797704,1.831197461,2.723175973,3.85,4.27,5.44,7.8,9,10.6,12.3,18.9,23.47812844,
Gibraltar,GIB,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2.662907268,4.183794329,5.936978297,19.13163812,21.17110944,23.67023975,28.32577979,32.88608261,39.07013088,45.29864751,51.61,58,65.07,65,65,65.017,,,,
Guinea,GIN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000138318,0.000668589,0.001948942,0.003803109,0.006203369,0.060808919,0.095424924,0.175541868,0.402022749,0.450960371,0.508819332,0.542254181,0.637492123,0.780025279,0.92,0.94,1,1.3,1.490144366,1.6,1.72,4.7,
"Gambia, The",GMB,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.009217541,0.03550736,0.051311347,0.206094461,0.715827015,0.921794919,1.336791166,1.796779883,2.436781193,3.308003478,3.799001139,5.237691158,6.205037419,6.88,7.63,9.2,10.8703,12.44922872,14,16.5,17.1198205,
Guinea-Bissau,GNB,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.016389063,0.024060421,0.117702448,0.230103171,0.299569145,1.022993234,1.354197478,1.808142203,1.901365316,2.057196705,2.206302237,2.354888711,2.303280592,2.45,2.672,2.893990621,3.1,3.32,3.540706917,
Equatorial Guinea,GNQ,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.041462292,0.094423774,0.097415945,0.132354665,0.165260423,0.321197997,0.520524272,0.843930285,1.149789671,1.279193596,1.557123059,1.82,2.13,6,11.5,13.94318219,16.4,18.86,21.31999999,
Greece,GRC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.048788803,0.048291602,0.191062242,0.378174312,0.749616477,1.395360779,1.849634688,3.221821786,6.877292144,9.138837308,10.93502581,14.67,17.8,21.42,24,32.25,35.88,38.2,42.4,44.4,51.64999517,55.06999344,59.8663,63.21,66.835,
Grenada,GRD,Internet users (per 100 people),IT.NET.USER.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298032982,0.990883868,1.484854484,2.473166147,4.063907991,5.128103982,14.75884055,18.64518218,19.57062058,20.48780488,21.39599117,22.29,23.18,24.05,27,30,32,35,51.6,53.81,
Greenland,GRL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.064712121,0.053940342,1.796719191,7.954504682,14.65444717,21.60261331,31.74781123,35.46413689,44.15478903,54.53425983,56.09901476,57.7034045,59.36168727,61.07,62.82,62.83,63,64,64.8960101,65.8,66.7,67.60044348,
Guatemala,GTM,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.002998005,0.019534871,0.095476021,0.466590444,0.592652945,0.712332905,1.738201782,3.39174627,4.548854908,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16,19.7,23.4,27.1,
Guam,GUM,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.34845391,0.659530909,1.356106888,2.344571647,4.50128419,8.497176323,16.11312704,25.38022753,31.19229426,33.71668179,36.16178784,38.55987756,43.851443,46.15047362,48.41870215,50.64202838,54.04,57.7,61.53415931,65.4,69.27,73.13999995,
Guyana,GUY,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.065854115,0.131828033,0.26408811,3.966354735,6.611491566,13.2069865,,,,,,13.8,18.2,23.9,29.9,31,33,35,37.35,38.2,
High income,HIC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262629045,0.462499304,0.719765244,0.999033843,1.999346789,3.665560098,6.674940656,10.53021744,15.8132128,22.82640702,30.58553315,36.6484349,45.10807409,49.81765946,54.98506213,58.67396067,61.37458527,66.78508327,68.87885478,70.11072051,72.21669317,72.78010564,75.47293094,76.87613716,78.99371892,81.01474358,
"Hong Kong SAR, China",HKG,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.120955444,0.849527883,1.334568031,2.784198266,3.218635643,4.748838672,10.51875705,14.54597958,21.23068197,27.82776068,38.67140323,43.08238303,52.20004335,56.39988039,56.9,60.8,64.8,66.7,69.4,72,72.2,72.9,74.2,79.86627043,84.94835296,
Honduras,HND,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.036775252,0.043711246,0.170996468,0.301247214,0.573575476,1.203855999,1.415281931,2.597402597,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08,20.35686743,
Heavily indebted poor countries (HIPC),HPC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.008727645,0.02389563,0.043738561,0.106459854,0.173378289,0.257622535,0.395052416,0.604411963,0.914567047,1.213447385,1.557895614,2.42662065,2.527283286,3.153333335,4.929978865,5.397639252,6.607741601,7.754439185,9.715207016,12.13351837,
Croatia,HRV,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.097213389,0.268318997,0.51402859,0.858982368,1.729609312,3.273220279,4.405359119,6.644882544,11.55857318,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.78997899,61.93997315,66.7476,68.57,69.8031,
Haiti,HTI,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.007484253,,0.023999477,0.070658478,0.231270715,0.340832326,0.893432988,1.647358346,5.401261908,6.376201635,6.796000481,7.2,7.6,8.1,8.37,9,9.8,10.6,11.4,12.19776638,
Hungary,HUN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00338263,0.048353421,0.193414395,0.483580975,0.677486054,0.969239536,1.942449872,3.894643278,5.857840749,6.999676351,14.5285543,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,68.01998789,70.57999815,72.6439,76.13,72.8347,
IBRD only,IBD,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.008159594,0.019251088,0.05163835,0.112934839,0.223250601,0.506063985,0.991589951,1.918723136,2.740769479,4.589710225,5.865585015,7.445701207,8.682716751,10.4809712,13.70936801,16.94817806,20.32583252,24.88891151,28.35646834,32.13982684,34.985179,38.67529131,42.56249279,
IDA & IBRD total,IBT,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.018579872,0.046160567,0.09338656,0.179754833,0.40305662,0.782473997,1.566787143,2.197522612,3.681174232,4.798855852,6.144099039,7.267193898,8.928742396,11.51427846,14.37762483,17.21035701,20.99379112,24.02294649,27.34916443,29.94201552,33.47148455,37.11415331,
IDA total,IDA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00817538,0.023012926,0.042744776,0.092262865,0.193913891,0.463167301,0.811504048,1.459688954,2.101249249,2.902409584,4.004064113,4.933947756,6.528561013,7.802639182,9.709354243,11.53551914,13.52278628,15.63441408,19.09068083,22.23873864,
IDA blend,IDB,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.011555579,0.034984867,0.060749148,0.11772491,0.299064626,0.864499607,1.540467438,2.889907207,4.254556731,5.968230372,7.652878141,8.954543399,12.47269511,14.72137665,17.32243799,20.25456208,24.02054028,27.2453768,30.53402823,35.0408618,
Indonesia,IDN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.001059744,0.026109477,0.056623989,0.194910264,0.255306646,0.444415936,0.925563864,2.018613859,2.134135733,2.38701978,2.600285876,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14,21.97606771,
IDA only,IDX,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.014819733,0.030833047,0.076779337,0.147828481,0.228039345,0.385545427,0.6301102,0.859003431,1.132208832,1.779913049,2.646257839,2.999442715,3.710439473,5.431792155,6.607823862,7.839489148,9.438194509,12.75239704,15.1737595,
Isle of Man,IMN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.000111308,0.000218176,0.001069562,0.026228879,0.046333977,0.070767849,0.139027329,0.273224277,0.52753245,0.660146377,1.537875582,1.686489971,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,21,26,
Not classified,INX,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.056796044,0.169686377,0.281141005,0.558377222,1.108386328,2.199301832,4.08825507,8.096010043,10.93380859,17.85046724,23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,79.69,80.1224,
"Iran, Islamic Rep.",IRN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000408332,0.004179752,0.01582608,0.046756094,0.099815221,0.378569095,0.93419002,1.484221332,4.626175115,6.933721953,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,44.08287502,
Iraq,IRQ,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1,0.5,0.6,0.9,0.9,0.952344244,0.93,1,1.06,2.5,5,7.1,9.2,13.21,17.22,
Iceland,ISL,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.505129002,1.53916008,2.667825265,6.794811784,11.2158757,14.80647932,27.47886875,36.2642065,41.29456671,44.47053382,49.39299537,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,94.8196868,96.20979955,96.5468,98.16,98.2,
Israel,ISR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110773866,0.2146241,0.310579197,0.398833333,0.57696646,0.93042297,2.1683676,4.399405482,10.30706995,13.43612191,20.87379,17.37862386,17.76459906,19.59339366,22.77048553,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.25031195,75.01775316,78.8851791,
Italy,ITA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017544562,0.035063256,0.070053433,0.122462053,0.192304619,0.524412787,1.023289903,2.276737834,4.558519565,14.37841019,23.11087424,27.22211698,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,61.96,65.5716,
Jamaica,JAM,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.036817104,0.109487986,0.591145842,0.797797441,1.978726318,2.355688556,3.115778027,3.863020387,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.43861341,33.79,37.1,40.4027351,43.17589719,
Jordan,JOR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.02323392,0.044938549,0.599341106,1.305888264,2.526965353,2.623275422,4.705719581,6.025532412,8.466005016,11.65874137,12.93285205,13.86710879,20,23,26,27.2,34.9,37,41.4,46.2,53.4,
Japan,JPN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020293683,0.040438041,0.096678025,0.401277526,0.799684291,1.594363148,4.372981968,9.16307714,13.41404088,21.39129031,29.99074036,38.53206086,46.59420112,48.43526589,62.39392963,66.9210661,68.68527032,74.3,75.4,78,78.21,79.05411352,79.4964,88.21942891,89.10683302,93.32941106,
Kazakhstan,KAZ,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000521079,0.011302355,0.031824512,0.064596754,0.131069604,0.464277218,0.668594403,1.006124211,1.674770995,2.000414753,2.650394657,2.961707492,3.268369051,4.02,11,18.2,31.6,50.6,53.31566912,63,66,72.86601297,
Kenya,KEN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.000727482,0.008839115,0.034406051,0.050261388,0.114256028,0.318059714,0.619782266,1.207773885,2.941902861,3.023528042,3.101897702,7.53378972,7.95,8.67,10.04,14,28,32.1,39,43.4,45.62280061,
Kyrgyz Republic,KGZ,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.072808334,0.20471135,1.041401145,3.002941327,2.99926518,3.908766268,5.090385307,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3,30.24704278,
Cambodia,KHM,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.005844911,0.016324986,0.031969578,0.04702264,0.076956056,0.226983238,0.260570198,0.300436644,0.317321781,0.46835672,0.49,0.51,0.53,1.26,3.1,4.94,6.8,14,19,
Kiribati,KIR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.616545618,1.211577838,1.785225474,2.337458948,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25,12.99748389,
St. Kitts and Nevis,KNA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.945569823,2.258559942,3.343810607,4.400440044,5.86281024,7.714726556,21.15238176,22.96978429,24.73767754,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,
"Korea, Rep.",KOR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023265092,0.046124435,0.098404337,0.249946523,0.311359364,0.81968667,1.624237192,3.600801564,6.781815468,23.55219445,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,87.87,89.8962558,
Kosovo,KSV,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.091082245,0.147162703,0.202898433,0.855662317,2.174535859,3.052397455,4.756222209,6.731395768,8.551792434,10.24896793,22.40293838,22.92711204,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7,82.07911476,
Latin America & Caribbean (excluding high income),LAC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.01268217,0.028073334,0.04664973,0.098826711,0.283597506,0.566319152,1.158766986,1.897093646,3.400631327,5.08869514,8.344575637,10.69722112,13.84810843,16.0539116,20.1969995,23.1934153,25.96640769,30.52083211,34.19612572,38.75459641,42.52021043,45.62560089,48.08390004,53.88393399,
Lao PDR,LAO,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.009657814,0.037780708,0.111044032,0.181664461,0.267899241,0.333912466,0.36143449,0.85035749,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26,18.2,
Lebanon,LBN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.071617991,0.140166939,1.241079739,2.722352199,5.376809498,7.952743736,6.783219775,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,73,74,
Liberia,LBR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.004489443,0.004099387,0.011328732,0.017702706,0.033812227,0.032713307,0.031868935,0.031011185,,,0.551376581,0.53,2,2.3,2.5,2.6,3.2,5.41,5.903867603,
Libya,LBY,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.133617289,0.187042622,0.366533175,2.244418222,2.814517987,3.532838162,3.917787977,4.301051789,4.721999379,9,10.8,14,14,,16.5,17.76,19.01607978,
St. Lucia,LCA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.305656686,0.670465974,0.992168483,1.304988973,1.932105802,5.090483341,8.181863954,14.64183577,20.98247346,21.39521236,21.56758295,24.5,27.9,32,36,43.3,44,45.9,46.2,50,52.35,
Latin America & Caribbean,LCN,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.013685008,0.029908499,0.050067812,0.110083607,0.308723256,0.609594648,1.229663219,2.052489634,3.90371304,5.650753691,8.887349945,11.28715318,14.40238707,16.62978984,20.75263406,23.70293508,26.50047906,31.03430413,34.70962205,39.34778503,43.18728623,46.26708166,48.77555914,54.4583843,
Least developed countries: UN classification,LDC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.008534539,0.021072172,0.057177227,0.099405097,0.144637288,0.236258541,0.355621082,0.554893711,0.784261368,1.116835644,1.921552692,2.120253873,2.70237865,4.303147709,4.785727275,5.853779567,7.199161324,10.31837634,12.62860122,
Low income,LIC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.003233658,0.011463259,0.028000461,0.072117145,0.11352208,0.173008184,0.258451655,0.42162832,0.663063491,0.910523758,1.135463094,1.359597756,1.869947827,2.366428996,3.331478558,3.710801285,4.650811705,6.131143623,7.518276816,9.460342053,
Liechtenstein,LIE,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,36.51522989,45.11685265,59.47071067,58.80969184,64.00744814,63.37135615,64.21416136,65.08021844,70,75,80,85,89.4077,93.8,95.21,96.6411951,
Sri Lanka,LKA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.002765448,0.005484436,0.054464499,0.162464548,0.296351104,0.348414425,0.647410011,0.793821864,1.050422706,1.458580228,1.44615998,1.792046794,2.537566129,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,29.98873755,
Lower middle income,LMC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.00211151,0.022421946,0.039236057,0.074195817,0.158951948,0.27715695,0.558420376,0.870868787,1.602176335,2.1117877,2.915722595,3.67140886,4.641275417,5.876746988,7.387108039,8.662123806,11.79512028,14.33124022,17.14083828,19.54519041,24.38222007,28.63206153,
Low & middle income,LMY,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.013705379,0.038320268,0.078669039,0.156316132,0.359163271,0.720113015,1.449846129,2.057873274,3.457046683,4.539423451,5.829642994,6.91393249,8.527959732,11.09865076,13.93950914,16.73692172,20.51092908,23.53568623,26.87381689,29.60379072,33.13776179,36.79864752,
Lesotho,LSO,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00284594,0.005584433,0.010956533,0.05380446,0.21180607,0.261150063,1.083943137,1.53249659,2.175524339,2.580245484,2.979708187,3.44543126,3.58,3.72,3.86,4.2248,4.58961763,5,11,16.0717077,
Late-demographic dividend,LTE,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.009999786,0.027821301,0.059517757,0.140628721,0.269844926,0.630645724,1.267915385,2.472150896,3.562359152,5.915906329,8.031483076,10.38615485,12.29309792,15.14196494,19.97998484,25.19966247,30.59873665,36.03501964,40.04646418,44.75117182,48.54960336,51.19122286,54.05925577,
Lithuania,LTU,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.277421291,0.978422157,1.972063745,2.9230547,6.427067495,7.179356994,17.69,25.91,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13,71.378,
Luxembourg,LUX,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.153198791,0.302155121,0.496486119,1.590941911,5.551653306,7.142704085,11.74555372,17.3879578,22.88732797,36.16342251,39.84,54.55,65.88,70,72.51,78.92,82.23,87.31,90.62,90.02985856,91.94992374,93.7765,94.67,97.3341,
Latvia,LVA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.812717072,2.053454712,3.315267886,4.387409055,6.319062083,7.219345808,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83,79.2006,
"Macao SAR, China",MAC,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.036993376,0.280014086,0.727273598,2.364127672,7.003324245,9.212005085,13.60858974,22.52121677,25.17188016,25.74212398,31.48409738,34.86292717,46.4,47.327,49.24,54,55.198,60.20369672,61.31,65.8,69.78,77.60013186,
St. Martin (French part),MAF,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.003710492,0.005675444,0.021635203,0.142300767,0.175595345,0.693791245,1.371438101,2.373253192,3.353366681,11.60793477,15.08444452,19.77119157,21.5,33.1,41.3,52,46.1074826,55.41605319,56,56.8,57.08,
Monaco,MCO,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,42.18486345,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,93.36330202,
Moldova,MDA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000825391,0.003457217,0.004643901,0.028128808,0.260818206,0.600695269,1.282846417,1.487812952,3.787242799,7.407544584,10.62939084,14.63027046,19.62064771,20.45,23.39,27.5,32.3,38,43.37,45,46.6,49.83693954,
Madagascar,MDG,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.003695196,0.014333647,0.062561023,0.168608781,0.196394691,0.222511586,0.339720155,0.423252419,0.525353655,0.567721802,0.607552239,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7,4.17397219,
Maldives,MDV,Internet users (per 100 people),IT.NET.USER.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22693009,0.309444238,0.569627464,1.119908615,2.203872939,3.617290649,5.347765169,5.97659285,6.588254875,6.869605067,11.03635278,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28,54.46195515,
Middle East & North Africa,MEA,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00196039,,,,,0.037143854,0.084423366,0.227743979,0.487321735,0.918917804,1.693012704,2.076649891,3.757208895,5.12923074,8.351298094,9.753068168,11.79240225,15.04136038,18.73683788,21.59770331,24.8526292,27.69676649,31.26995992,34.66623096,39.70053211,43.70753337,
Mexico,MEX,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005880695,0.01730781,0.028305042,0.043339167,0.10256419,0.20040628,0.62731154,1.265783278,1.857436221,5.081384153,7.038023117,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39,57.43104299,
